Transaction;Tanggal;Items
125033149;Maret 26, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033150;Maret 26, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033152;Maret 26, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, ENTROSTOP HERBAL ANAK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, CEREBROFORT MG MGA SCH, CEREBROFORT MG JRK SCH, WOODS LOZENGES CHERRY 6'S, WOODS LOZ HONEY LEMON
125033153;Maret 26, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML, MIXAGRIP HERBAL GREGES
125033154;Maret 26, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033155;Maret 26, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033169;Maret 26, 2025;KOMIX HERBAL JAHE, KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, EXTRA JOSS MANGGA LAKI
125033171;Maret 26, 2025;KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, SKT ACTIV SIRUP 100 ML, MIXAGRIP FLU &BATUK PE, PROCOLD FLU PE, PROMAG TABLET
125033178;Maret 26, 2025;KOMIX KID STRAWBERRY PACK, KOMIX KID OBH PE
125033179;Maret 26, 2025;KOMIX HERBAL 15 ML, PROMAG TABLET
125033180;Maret 26, 2025;KOMIX HERBAL 15 ML, ENTROSTOP HERBAL ANAK
125033181;Maret 26, 2025;KALPANAX K CREAM 5 GR, KALPANAX KRIM 10 GR
125033186;Maret 26, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, WOODS COUGH SYR ATT  60ML
125033207;Maret 26, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML
125033213;Maret 26, 2025;KOMIX HERBAL PEPPERMINT, EXTRA JOSS ACTIVE 12SCH
125033215;Maret 26, 2025;B7 SLASI JERUK NIPIS 12'S, PROMAG SUSPENSI BTL 60 ML, PROMAG TABLET
125033216;Maret 26, 2025;KALPANAX K CREAM 5 GR, KALPANAX KRIM 10 GR
125033218;Maret 26, 2025;CEREBROFORT GOLD ORANGE 100 ML, PROMAG HERBAL 15 ML
125033219;Maret 26, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL JAHE, KOMIX HERBAL JERUK NIPIS, KOMIX OBH PE
125033229;Maret 26, 2025;WOODS COUGH SYR ATT 100ML, WOODS EXPECTORANT 60 ML
125033230;Maret 26, 2025;KOMIX PEPP.G-FORMULA BOX, ENTROSTOP 10'S
125033248;Maret 26, 2025;EXTRA JOSS ACTIVE 12SCH, PROMAG HERBAL 15 ML
125033250;Maret 26, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033256;Maret 26, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033290;Maret 26, 2025;KOMIX HERBAL ORI PACK, KOMIX OBH PE, PROMAG TABLET, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC ANGGUR30TAB
125033291;Maret 26, 2025;KALPANAX K CREAM 5 GR, SKT ACTIV SIRUP 300 ML
125033295;Maret 26, 2025;KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML
125033296;Maret 26, 2025;PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML, PROMAG TABLET
125033303;Maret 26, 2025;KALPANAX SALEP 6G/12, CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY
125033312;Maret 26, 2025;WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML
125033320;Maret 26, 2025;PROMAG HERBAL 15 ML, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC ANGGUR30TAB
125033321;Maret 26, 2025;KOMIX HERBAL JAHE, KOMIX HERBAL 15 ML
125033329;Maret 26, 2025;CEREBROFORT GOLD ORANGE 100 ML, SAKATONIK ABC ORANGE 30TAB
125033360;Maret 26, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033392;Maret 26, 2025;ENTROSTOP HERBAL ANAK, B7 SLASI JERUK NIPIS 12'S, EXTRA JOSS ACTIVE 12SCH, FATIGON SPIRIT BOX 10X6S
125033404;Maret 26, 2025;BEJO ANAK JAHE MERAH 5S, BEJO JAHE MERAH HERBAL 12 SC, B7 SLASI JERUK NIPIS 12'S
125033412;Maret 26, 2025;PUYER OSK BT NO.16/BOX, CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, PROCOLD FLU PE
125033415;Maret 26, 2025;KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, WOODS COUGH SYR ATT  60ML, MIXAGRIP FLU &BATUK PE
125033417;Maret 26, 2025;KOMIX KID STRAWBERRY PACK, KOMIX KID OBH PE
125033418;Maret 26, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B
125033457;Maret 26, 2025;PROMAG SUSPENSI 10ML/6, PROMAG TABLET, SAKATONIK ABC ANGGUR30TAB
125033459;Maret 26, 2025;KALPANAX K CREAM 5 GR, KALPANAX KRIM 10 GR, XONCE TAB BOX 50'S
125033478;Maret 26, 2025;PUYER OSK BT NO.16/BOX, PROCOLD FLU PE
125033484;Maret 26, 2025;WOODS NATURALS SYR 60 ML, WOODS LOZENGES 6'S
125033524;Maret 27, 2025;WOODS COUGH SYR ATT  60ML, PROCOLD FLU BATUK PE
125033525;Maret 27, 2025;SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML
125033527;Maret 27, 2025;PROMAG HERBAL 15 ML, PROMAG TABLET
125033536;Maret 27, 2025;ENTROSTOP HERBAL ANAK, PROMAG SUSPENSI BTL 60 ML, PROMAG HERBAL 15 ML, SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML, WOODS NATURALS SYR 60 ML, CEREBROFORT M.G. AGGR SCH, ENTROSTOP 10'S, PROCOLD FLU PE, WOODS LOZENGES CHERRY 6'S, WOODS LOZENGES ORANGE VITAMIN C
125033541;Maret 27, 2025;ENTROSTOP 10'S, PROCOLD FLU PE, PROMAG TABLET
125033542;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033549;Maret 27, 2025;KOMIX OBH PE, PROMAG TABLET, WOODS LOZENGES 6'S
125033562;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033570;Maret 27, 2025;ENTROSTOP 10'S, PROMAG TABLET
125033593;Maret 27, 2025;PUYER OSK BT NO.16/BOX, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
125033598;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033599;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033630;Maret 27, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, KOMIX HERBAL PEPPERMINT
125033638;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, PUYER OSK BT NO.16/BOX, PROMAG TABLET
125033649;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, CEREBROFORT MG MGA SCH, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH, CEREBROFORT M.G. TROPICAL FRUIT
125033650;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, CEREBROFORT MG MGA SCH, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH, SAKATONIK ABC ORANGE 30TAB
125033690;Maret 27, 2025;PUYER OSK BT NO.16/BOX, WOODS EXPECTORANT 60 ML
125033691;Maret 27, 2025;KALPANAX K CREAM 5 GR, KALPANAX KRIM 10 GR, PROMAG TABLET
125033692;Maret 27, 2025;KOMIX HERBAL 15 ML, KOMIX OBH PE
125033693;Maret 27, 2025;KOMIX HERBAL JAHE, KOMIX HERBAL ORI PACK, SKT ACTIV SIRUP 100 ML, PROCOLD FLU PE
125033708;Maret 27, 2025;WOODS COUGH SYR ATT  60ML, MIXAGRIP FLU &BATUK PE, PROCOLD FLU BATUK PE
125033726;Maret 27, 2025;WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML
125033727;Maret 27, 2025;WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML
125033729;Maret 27, 2025;PUYER OSK BT NO.16/BOX, PROMAG HERBAL 15 ML
125033735;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, CEREBROFORT GOLD ORANGE 100 ML, WOODS EXPECTORANT 60 ML, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ORANGE 30TAB, SKT ABC CURCUMA MADU
125033746;Maret 27, 2025;WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML
125033755;Maret 27, 2025;PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125033756;Maret 27, 2025;WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML
125033764;Maret 27, 2025;WOODS NATURALS SYR 60 ML, FATIGON SPIRIT BOX 10X6S
125033765;Maret 27, 2025;KALPANAX K CREAM 5 GR, PROMAG TABLET
125033780;Maret 27, 2025;ENTROSTOP 10'S, SKT ABC CURCUMA MADU
125033798;Maret 27, 2025;WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML, PROMAG TABLET
125033799;Maret 27, 2025;PROMAG SUSPENSI 10ML/6, WOODS EXPECTORANT 60 ML, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC ANGGUR30TAB
125033833;Maret 27, 2025;KOMIX J.NIPIS G-FORMULA B, KOMIX KID OBH PE, KOMIX OBH
125033891;Maret 27, 2025;ENTROSTOP HERBAL ANAK, FATIGON SPIRIT BOX 10X6S, PROMAG TABLET
125033897;Maret 27, 2025;WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML
125033916;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12, FATIGON SPIRIT BOX 10X6S
125033923;Maret 27, 2025;SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB
125033931;Maret 27, 2025;WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML
125033934;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033948;Maret 27, 2025;CEREBROFORT GOLD ORANGE 100 ML, KOMIX HERBAL 15 ML, WOODS LOZENGES 6'S
125033950;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033952;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125033954;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML
125033955;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, EXTRA JOSS ACTIVE 12SCH, MIXAGRIP HERBAL GREGES
125033956;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, CEREBROFORT MG MGA SCH, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH, CEREBROFORT M.G. TROPICAL FRUIT
125033974;Maret 27, 2025;KALPANAX K CREAM 5 GR, PROMAG TABLET
125033978;Maret 27, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD ORANGE 200 ML
125033988;Maret 27, 2025;SKT ACTIV SIRUP 300 ML, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125033990;Maret 27, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034017;Maret 27, 2025;KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12, KALPANAX KRIM 10 GR
125034023;Maret 27, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S, SKT ABC CURCUMA MADU
125034044;Maret 27, 2025;KOMIX OBH PE, PROMAG SUSPENSI BTL 60 ML, ENTROSTOP 10'S, PROMAG TABLET
125034049;Maret 27, 2025;KOMIX HERBAL JAHE, KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL PEPPERMINT, KOMIX OBH PE, PROMAG HERBAL 15 ML, PUYER OSK BT NO.16/BOX, WAISAN NEW FORMULA  /LUSIN, PROMAG TABLET
125034078;Maret 27, 2025;BEJO ANAK JAHE MERAH 5S, B7 SLASI JERUK NIPIS 12'S
125034086;Maret 27, 2025;KOMIX HERBAL ORI PACK, EXTRA JOSS ACTIVE 6 SCH
125034102;Maret 27, 2025;WOODS LOZENGES 6'S, WOODS LOZENGES LEMON VITAMIN C
125034103;Maret 27, 2025;KALPANAX K CREAM 5 GR, PROMAG SUSPENSI 10ML/6, WOODS EXPECTORANT 60 ML, ENTROSTOP 10'S
125034105;Maret 27, 2025;KALPANAX SALEP 6G/12, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, WOODS NATURALS SYR 60 ML, CEREBROFORT M.G. AGGR SCH, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SKT ABC CURCUMA MADU, XONCE TAB BOX 50'S
125034132;Maret 28, 2025;PROMAG HERBAL 15 ML, PROMAG TABLET, FATIGON SPIRIT BOX 10X6S, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125034153;Maret 28, 2025;KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034154;Maret 28, 2025;KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034155;Maret 28, 2025;KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034156;Maret 28, 2025;KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML
125034157;Maret 28, 2025;KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML, MIXAGRIP HERBAL GREGES
125034158;Maret 28, 2025;KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034159;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034160;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034161;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034162;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034163;Maret 28, 2025;MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034164;Maret 28, 2025;MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034165;Maret 28, 2025;KOMIX HERBAL JAHE, EXTRA JOSS ACTIVE 12SCH, ENTROSTOP HERBAL ANAK
125034166;Maret 28, 2025;EXTRA JOSS ULTIMATE LIQ/24 CAN, PROMAG HERBAL 15 ML, B7 SLASI JERUK NIPIS 12'S
125034167;Maret 28, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B
125034176;Maret 28, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B
125034235;Maret 28, 2025;KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034238;Maret 28, 2025;KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034239;Maret 28, 2025;KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML, MIXAGRIP HERBAL GREGES
125034240;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034241;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML, MIXAGRIP HERBAL GREGES
125034243;Maret 28, 2025;PROMAG HERBAL 15 ML, BEJO JAHE MERAH HERBAL 12 SC
125034278;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, B7 SLASI JERUK NIPIS 12'S, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, CEREBROFORT MG MGA SCH
125034279;Maret 28, 2025;KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034286;Maret 28, 2025;KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML, CEREBROFORT MG MGA SCH
125034287;Maret 28, 2025;MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034288;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034289;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, PROMAG HERBAL 15 ML, CEREBROFORT MG MGA SCH
125034290;Maret 28, 2025;KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML, CEREBROFORT MG MGA SCH
125034291;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034292;Maret 28, 2025;KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034293;Maret 28, 2025;KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034301;Maret 28, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12, WOODS EXPECTORANT 60 ML, ENTROSTOP 10'S, PROMAG TABLET
125034305;Maret 28, 2025;KALPANAX SALEP 6G/12, ENTROSTOP HERBAL ANAK, WOODS EXPECTORANT 60 ML, MIXAGRIP FLU KAPLET 25X4, ENTROSTOP 10'S, PROCOLD FLU PE, SAKATONIK ABC ORANGE 30TAB
125034315;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, SAKATONIK ABC ANGGUR30TAB
125034322;Maret 28, 2025;KALPANAX SALEP 6G/12, ENTROSTOP HERBAL ANAK, KOMIX HERBAL JAHE, KOMIX HERBAL JERUK NIPIS, KOMIX KID OBH PE, WAISAN NEW FORMULA  /LUSIN, SAKATONIK ABC STRAW 30TAB
125034335;Maret 28, 2025;KALPANAX K CREAM 5 GR, KALPANAX KRIM 10 GR
125034373;Maret 28, 2025;KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML
125034384;Maret 28, 2025;SAKATONIK ACTIV MULTIVIT ZAT BESI - KAPLET 6S, SAKATONIK ABC STRAW 30TAB
125034402;Maret 28, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX J.NIPIS G-FORMULA B, KOMIX OBH
125034432;Maret 28, 2025;CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG MGA SCH, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH
125034439;Maret 28, 2025;KOMIX HERBAL JAHE, KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK
125034445;Maret 28, 2025;PUYER OSK BT NO.16/BOX, KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12
125034447;Maret 28, 2025;PUYER OSK BT NO.16/BOX, FATIGON KAPLET 10X6S
125034448;Maret 28, 2025;SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC ORANGE 30TAB
125034453;Maret 28, 2025;SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SKT ABC CURCUMA MADU
125034459;Maret 28, 2025;KALPANAX K CREAM 5 GR, WOODS EXPECTORANT 60 ML
125034468;Maret 28, 2025;BEJO JAHE MERAH HERBAL 6S MT, KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, EXTRA JOSS ACTIVE 6 SCH
125034470;Maret 28, 2025;KALPANAX SALEP 6G/12, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML, WOODS NATURALS SYR 60 ML, CEREBROFORT MG STRAW SCH, FATIGON SPIRIT BOX 10X6S, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB
125034474;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034475;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ORANGE 30TAB
125034485;Maret 28, 2025;KALPANAX SALEP 6G/12, CEREBROFORT GOLD ORANGE 100 ML, PROMAG HERBAL 15 ML, CEREBROFORT M.G. TROPICAL FRUIT, ENTROSTOP 10'S, PROCOLD FLU PE, SAKATONIK ABC STRAW 30TAB
125034486;Maret 28, 2025;KOMIX HERBAL JAHE, KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK
125034488;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034489;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML, MIXAGRIP HERBAL GREGES
125034490;Maret 28, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX KID STRAWBERRY PACK, KOMIX J.NIPIS G-FORMULA B, KOMIX PEPP.G-FORMULA BOX, KOMIX OBH PE
125034493;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, PROMAG HERBAL 15 ML, MIXAGRIP HERBAL GREGES
125034494;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034495;Maret 28, 2025;BEJO ANAK JAHE MERAH 5S, B7 SLASI JERUK NIPIS 12'S
125034496;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034501;Maret 28, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, KOMIX JAHE G-FORMULA BOX, KOMIX KID STRAWBERRY PACK, KOMIX J.NIPIS G-FORMULA B, KOMIX KID OBH PE, KOMIX OBH PE, PUYER OSK BT NO.16/BOX
125034509;Maret 28, 2025;KALPANAX KRIM 10 GR, PROMAG SUSPENSI BTL 60 ML, WOODS LOZENGES CHERRY 6'S, WOODS LOZENGES ORANGE VITAMIN C
125034510;Maret 28, 2025;WOODS EXPECTORANT 60 ML, MIXAGRIP FLU KAPLET 25X4, PROCOLD FLU PE
125034514;Maret 28, 2025;SKT ACTIV SIRUP 100 ML, WOODS COUGH SYR ATT  60ML, PROCOLD FLU BATUK PE
125034537;April 02, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034538;April 02, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034539;April 02, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034540;April 02, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL ORI PACK, MIXAGRIP HERBAL GREGES, PROMAG HERBAL 15 ML
125034545;April 02, 2025;SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML
125034546;April 02, 2025;PROMAG TABLET, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC ORANGE 30TAB
125034550;April 02, 2025;KALPANAX K CREAM 5 GR, WOODS EXPECTORANT 60 ML
125034557;April 02, 2025;CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH, CEREBROFORT M.G. TROPICAL FRUIT
125034558;April 02, 2025;KOMIX HERBAL JAHE, KOMIX HERBAL 15 ML, PROMAG HERBAL 15 ML, FATIGON KAPLET 10X6S, SAKATONIK ABC ANGGUR30TAB
125034565;April 02, 2025;CEREBROVIT XCEL 10 CAPS, ENTROSTOP HERBAL DEWASA 15 ML
125034575;April 02, 2025;CEREBROFORT GOLD STRAWBERY, SAKATONIK ABC ORANGE 30TAB
125034578;April 02, 2025;ENTROSTOP 10'S, PROMAG TABLET
125034581;April 02, 2025;KALPANAX K CREAM 5 GR, ENTROSTOP HERBAL DEWASA 15 ML, ENTROSTOP 10'S, PROCOLD FLU PE
125034587;April 02, 2025;WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML
125034589;April 02, 2025;KALPANAX KRIM 10 GR, CEREBROVIT XCEL 10 CAPS
125034593;April 02, 2025;ENTROSTOP HERBAL ANAK, PROMAG HERBAL 15 ML
